question,answer,chapter,explanation
"$x \to \infty$ のとき $\log x, x^n, e^x$ で最も強い（速い）のは？",$e^x$,4.5 積分法の応用,直接的な積分ではないが、グラフの振る舞いを予測する上で $\log x \ll x^n \ll e^x$ の序列を知っておく。
"$x = f(t), y = g(t)$ で囲まれた面積 $S$ を求める方針は？",$S = \int y dx = \int g(t) f'(t) dt$,4.5 積分法の応用,置換積分の要領で、**「$dx$ を $f'(t)dt$ に置換」**して $t$ の積分に持ち込む。囲まれる向き（符号）に注意。
$y$ 軸まわりの回転体で $x$ が $y$ の関数で表せない時は？,バウムクーヘン型分割を利用する,4.5 積分法の応用,$V = \int 2\pi x y dx$。円筒状に薄く切り開いて足していく方針。$y$ 軸まわりなのに $x$ で積分できる強力な技。
非回転体の体積（底面が円で断面が正方形など）の求め方は？,$V = \int S(x) dx$,4.5 積分法の応用,回転体にこだわらず、**「とにかく断面積 $S(x)$ を $x$ の式で表す」**ことだけに集中し、それを積み上げる。
$y = e^x$ と $y = e$ と $y$ 軸で囲まれた面積 $S$ は？,$\int_{1}^{e} \log y dy$ または $e \cdot 1 - \int_{0}^{1} e^x dx$,4.5 積分法の応用,$y$ 軸方向に積分するか、「長方形から下の面積を引く」 方針。図を描いて楽な方を選ぶ。
$x^2 + (y-2)^2 = 1$ を $x$ 軸まわりに回転させた体積は？,$V = 4 \pi^2$　　$V = \int \pi (y_{up}^2 - y_{down}^2) dx$,4.5 積分法の応用,ドーナツ型（トーラス）。「上の曲線の回転体 － 下の曲線の回転体」 で中空部分を削り出す方針。
放物線 $y = x^2$ と $y = x$ で囲まれた部分の $y$ 軸回転体 $V$ は？,$\int_{0}^{1} \pi (\sqrt{y}^2 - y^2) dy$,4.5 積分法の応用,半径が $x$ になるので、$x^2 = y$ より $x = \sqrt{y}$ を使う。「外側の回転体 － 内側の回転体」。
サイクロイドの 1周期の長さ $L$ を求める方針は？,$\int_{0}^{2\pi} \sqrt{(dx/dt)^2 + (dy/dt)^2} dt$,4.5 積分法の応用,媒介変数の公式に代入。途中で $\sqrt{2(1-\cos t)}$ が出るので、半角の公式でルートを外す のがセットの方針。
曲線 $y = \sqrt{x}$ と $x$ 軸、直線 $x=1$ で囲まれた面積 $S$ は？,$\int_{0}^{1} x^{1/2} dx$,4.5 積分法の応用,累乗の積分 $\frac{1}{a+1}x^{a+1}$ に当てはめる。結果は $\frac{2}{3}x^{3/2}$ となり、$2/3$ と求まる。
$y = x^2$ と $y = 1$ で囲まれた部分の $y$ 軸回転体の体積 $V$ は？,$\int_{0}^{1} \pi y dy$,4.5 積分法の応用,$V = \int \pi x^2 dy$ の公式。$y = x^2$ なので、そのまま $x^2$ を $y$ に置き換えて積分する。
