question,answer,chapter,explanation
アルカリ金属は反応性が非常に高いため、空気や水を避けて（ ）中に保存する。,灯油/石油,９ 周期表,放置すると酸素や水蒸気とすぐに反応して酸化物や水酸化物になるためです。
17族ハロゲン単体の色は、フッ素からヨウ素に向かって原子番号が大きくなるほど（ ）なる。,濃く,９ 周期表,淡黄(F2)→黄緑(Cl2)→赤褐(Br2)→黒紫(I2)と変化します。
原子から電子1個を取り去って、1価の陽イオンにするのに必要なエネルギーを（ ）という。,第一イオン化エネルギー,10 第一イオン化エネルギー,この値が小さいほど、陽イオンになりやすい（金属性が強い）ことを示します。
第一イオン化エネルギーの単位として一般的に用いられるのは（ ）である。,kJ/mol,10 第一イオン化エネルギー,1モルの原子から1モルの電子を取り去るのに必要な熱量で表します。
同じ周期では、原子番号が大きくなるほど第一イオン化エネルギーは一般に（ ）なる。,大きく,10 第一イオン化エネルギー,核の正電荷が強まり、電子を引きつける力が強くなるため、引き離すのに大きな力が必要になります。
同じ族（縦の列）では、原子番号が大きくなるほど第一イオン化エネルギーは一般に（ ）なる。,小さく,10 第一イオン化エネルギー,電子殻の数が増えて最外殻電子が核から遠ざかるため、引きつける力が弱まります。
全元素の中で、第一イオン化エネルギーが最大である元素は（ ）である。,ヘリウム/He,10 第一イオン化エネルギー,最も内側のK殻が満たされており（閉殻）、かつ核との距離が非常に近いため極めて安定しています。
第2周期において、第一イオン化エネルギーが「Be > B」や「N > O」と逆転するのは、電子が入る（ ）が関係している。,軌道/エネルギー準位,10 第一イオン化エネルギー,入試の難所です。s軌道とp軌道のエネルギー差や、電子同士の反発が原因です。
原子から2個目の電子を取り去る際に必要なエネルギーを（ ）という。,第二イオン化エネルギー,10 第一イオン化エネルギー,第一イオン化エネルギーよりも必ず大きな値になります。
Naの第一から第二イオン化エネルギーを比較すると、第二の方が（ ）倍以上と極端に大きくなる。,約10,10 第一イオン化エネルギー,2個目を取る際に、安定な希ガス配置（L殻）を壊さなければならないためです。
周期表の各周期において、第一イオン化エネルギーが最小となるのは（ ）元素である。,アルカリ金属,10 第一イオン化エネルギー,価電子が1個で、それを取り去ると安定な希ガス配置になれるため、極めて引き離しやすいです。
周期表の各周期において、第一イオン化エネルギーが最大となるのは（ ）元素である。,希ガス,10 第一イオン化エネルギー,閉殻またはオクテット構造が非常に安定しているため、電子を奪うのが最も困難です。
第2周期において、第一イオン化エネルギーがBeよりもBの方が小さくなる理由は、Bの電子が（ ）軌道に入るためか。,2p,10 第一イオン化エネルギー,2s軌道よりエネルギーが高い2p軌道に電子が1個入るため、Beの2s電子よりも取り去りやすくなります。
第2周期において、第一イオン化エネルギーがNよりもOの方が小さくなるのは、（ ）同士の反発が強まるためか。,電子,10 第一イオン化エネルギー,p軌道の1つの部屋に2個の電子がペアで入るようになり、反発力によって電子が追い出されやすくなるためです。
原子から次々と電子を取り去る際に必要なエネルギーを（ ）イオン化エネルギーという。,逐次/ちくじ,10 第一イオン化エネルギー,第一、第二、第三…と順に大きくなっていきます。
第n次イオン化エネルギーが前の値に比べて「激増」したとき、その直前に（ ）配置が壊れたことがわかる。,希ガス型/閉殻,10 第一イオン化エネルギー,最外殻電子をすべて失い、内側の安定な電子殻から電子を奪おうとすると、膨大なエネルギーが必要になります。
ある元素の逐次イオン化エネルギーが、$I_1 < I_2 \ll I_3$ と変化する場合、この元素は何族に分類されるか。,2族,10 第一イオン化エネルギー,2個までは比較的取りやすいが、3個目で激増しているため、価電子が2個（2族）であると判断できます。
アルミニウム（Al）において、イオン化エネルギーが最も劇的に増加するのは、第（ ）次から第（ ）次になるときか。,3/4,10 第一イオン化エネルギー,3個（価電子）を取った後、安定なネオン型の配置を壊す4個目で値が跳ね上がります。
マグネシウム（Mg）の「第二イオン化エネルギー」は、ナトリウム（Na）の「第二イオン化エネルギー」よりも（ ）。,小さい,10 第一イオン化エネルギー,Mg+はまだ最外殻に電子がありますが、Na+はすでに希ガス配置のため、Naの方が圧倒的に引き抜きにくくなります。
第一イオン化エネルギーのグラフにおいて、山（極大値）を作るのは（ ）元素である。,希ガス,10 第一イオン化エネルギー,周期の終わりで最も安定するため、グラフ上では常にピークとなります。
第一イオン化エネルギーのグラフにおいて、谷（極小値）を作るのは（ ）元素である。,アルカリ金属,10 第一イオン化エネルギー,周期の始まりで最も電子を手放しやすいため、グラフ上では底となります。
遷移元素において、原子番号が増えても第一イオン化エネルギーの変化が典型元素に比べて緩やかなのは（ ）の数がほぼ一定だからである。,最外殻電子,10 第一イオン化エネルギー,電子が内側のd軌道に入っていくため、外側の電子の状態に大きな変化が生じにくいためです。
第2周期で第一イオン化エネルギーが最大の元素名はなにか。,ネオン,10 第一イオン化エネルギー,希ガスが最大になる理由は「安定な電子配置」という言葉が必須です。
原子核の正電荷が、内側の電子によって打ち消された後に外側の電子に及ぶ実質的な電荷を（ ）という。,有効核電荷,10 第一イオン化エネルギー,これが大きくなるほど、第一イオン化エネルギーも大きくなります。
"$I_1=738, I_2=1451, I_3=7733$ [kJ/mol] の数値を持つ第3周期の元素の記号を書け。",Mg,10 第一イオン化エネルギー,$I_2$と$I_3$の間で約5倍に跳ね上がっているため、価電子2個のマグネシウムと判定します。
1価の陽イオンからさらに1個の電子を取り去るのに必要なエネルギーを（ ）という。,第二イオン化エネルギー,10 第一イオン化エネルギー,$X^+ \rightarrow X^{2+} + e^-$ に必要なエネルギーのことです。
第一イオン化エネルギーが最小の元素（Frを除く）は何か。,セシウム/Cs,10 第一イオン化エネルギー,周期表の左下ほど、原子半径が大きく核の拘束が弱いため、最も電子を奪いやすくなります。
原子が電子1個を受け取って、1価の陰イオンになるときに放出されるエネルギーを（ ）という。,電子親和力,11 電子親和力,電子を受け取って安定化する際、余ったエネルギーが外に放出されます（発熱反応）。
電子親和力の値が（ ）ほど、その原子は陰イオンになりやすい。,大きい,11 電子親和力,放出されるエネルギーが大きいほど、変化後の状態がより安定していることを意味します。
全元素の中で、電子親和力が最大である元素は（ ）である。,塩素/Cl,11 電子親和力,フッ素(F)よりも塩素の方が、電子を受け取った際の安定化度合いがわずかに大きくなります。
周期表において、電子親和力が大きな元素は（ ）付近に分布している（希ガスを除く）。,右上,11 電子親和力,17族（ハロゲン）など、あと1個で希ガス配置になれる非金属元素です。
18族の希ガスの電子親和力は、他の元素に比べて（ ）。,ほぼ0/極めて小さい,11 電子親和力,すでに閉殻やオクテットで安定しており、電子を無理に入れても安定化しない（むしろ不安定化する）ためです。
電子親和力が「放出されるエネルギー」であるのに対し、イオン化エネルギーは「（ ）エネルギー」である。,吸収される/必要な,11 電子親和力,イオン化エネルギーは無理やり引き剥がすための「コスト」なので、必ず正の値をとります。
一般に、金属元素の電子親和力は非金属元素に比べて（ ）。,小さい,11 電子親和力,金属は電子を出す方が得意であり、受け取って安定化する力は弱いです。
17族ハロゲンの中で、電子親和力の大きさの順は Cl > F > Br > I である。FがClより小さいのは、原子が（ ）ため電子同士の反発が強いためか。,小さい,11 電子親和力,フッ素は原子が非常に小さく、狭い場所に電子が入るため、電子間の反発でエネルギー放出が少し抑えられます。
電子親和力の定義において、原子の状態は（ ）状態である必要がある。,気体,11 電子親和力,他の原子からの影響を受けない、孤立した原子1個の状態を基準にします。
陰イオンになる傾向が強い元素を、（ ）性が強いという。,陰/非金属,11 電子親和力,周期表の右上（希ガス除く）ほど、この傾向が強まります。
酸素原子が電子1個を受け取るときはエネルギーを放出するが、さらに1個受け取って$O^{2-}$になる際はエネルギーが（ ）される。,吸収,11 電子親和力,負電荷を持つイオンに、さらに負電荷を持つ電子を近づけるため、強い電気的反発に打ち勝つエネルギーが必要です。
ベリリウム(Be)やマグネシウム(Mg)の電子親和力が極めて小さいのは、電子が（ ）軌道を満たしており安定だからである。,s,11 電子親和力,2族元素はs軌道が閉殻しており、新しく電子を入れるにはより高いエネルギーのp軌道を使わなければならないためです。
塩素、フッ素、酸素の中で、電子親和力が最も大きい元素の記号を書け。,Cl,11 電子親和力,塩素(Cl)は全元素中で最大の電子親和力を持ちます。
電子親和力を熱化学方程式で表すと、通常は右辺に「＋ エネルギー」と書かれる（ ）反応である。,発熱,11 電子親和力,原子が電子を捕まえて安定化する際、余剰エネルギーが熱として放出されます。
第一イオン化エネルギーと電子親和力の「差」が大きくなるほど、（ ）結合性が強くなる。,イオン,11 電子親和力,片方が電子を出しやすく、もう片方が非常に欲しがっている場合、電子の授受が明確に起こります。
希ガスの電子親和力が負（エネルギーを吸収する）になるのは、新しい電子が現在の電子殻より（ ）電子殻に入らなければならないからである。,外側の,11 電子親和力,すでに閉殻しているため、次の電子は主量子数が1つ大きい、エネルギーの高い殻に入ることになります。
原子が1価の陰イオンになるときのエネルギー変化において、ハロゲンは他の族の元素に比べて放出されるエネルギーが（ ）。,大きい,11 電子親和力,あと1個で最も安定な希ガス配置になれるため、安定化の度合いが非常に大きくなります。
窒素(N)の電子親和力が、隣の炭素(C)よりも著しく小さいのは、p軌道が（ ）の状態で比較的安定しているためか。,半閉殻,11 電子親和力,p軌道の3つの部屋に1個ずつ電子が入った状態は安定なため、新しく電子を受け入れるメリットが少ないです。
共有結合している原子が、共有電子対を引き寄せる強さの尺度を（ ）という。,電気陰性度,12 電気陰性度,分子内の電荷の偏り（極性）を判断する重要な指標です。
電気陰性度の尺度を最初に提唱し、ノーベル化学賞を受賞した科学者は誰か。,ポーリング,12 電気陰性度,フッ素を4.0とする「ポーリングの尺度」が一般的に使われます。
全元素の中で、電気陰性度が最大である元素は（ ）である。,フッ素/F,12 電気陰性度,約4.0という値を持ち、常に電子を自分の方へ強く引き寄せます。
周期表において、電気陰性度が大きな元素は（ ）付近に分布している。,右上,12 電気陰性度,希ガスを除き、右上（フッ素、酸素、窒素など）ほど値が大きくなります。
一般に、電気陰性度の（ ）元素ほど非金属性が強い。,大きい,12 電気陰性度,電子を引き寄せる力が強いほど、陰イオンになりやすく非金属の性質が際立ちます。
結合する2原子間の電気陰性度の差が非常に大きくなると、共有結合ではなく（ ）結合になる。,イオン,12 電気陰性度,電子が完全にもう一方の原子に移動してしまうためです。
電気陰性度の値が2番目に大きい元素は（ ）である。,酸素/O,12 電気陰性度,約3.5で、フッ素に次ぐ強さを持ちます（水分子の極性などの原因です）。
希ガスにおいて、通常の電気陰性度の値が定義されないのはなぜか。,共有結合を作りにくいから,12 電気陰性度,「結合している原子が電子を引く力」の定義上、結合を作らない希ガスは測定できません。
周期表の（ ）にある元素ほど、電気陰性度の値が小さくなる。,左下,12 電気陰性度,セシウム(Cs)などは電子を引く力が極めて弱く、陽性が非常に強いです。
電気陰性度の差によって分子内に電荷の偏りが生じている状態を、（ ）があるという。,極性,12 電気陰性度,電子を引き寄せた側が負（δ-）、奪われた側が正（δ+）の電荷を帯びます。
"電気陰性度が大きいF, O, Nの原子に、H原子が結合した分子間に働く強い引力を（ ）という。",水素結合,12 電気陰性度,電気陰性度の差が極めて大きいため、Hが強く正に帯電し、隣の分子の電子対を引きつけます。
炭素(2.5)と水素(2.1)の電気陰性度の差は小さいため、C-H結合は（ ）結合とみなされることが多い。,無極性共有,12 電気陰性度,差が約0.4と小さいため、炭化水素（メタンなど）は極性がほとんどありません。
フッ素、塩素、臭素の中で、電気陰性度が最小の元素の記号を書け。,Br,12 電気陰性度,同じ族では、下に行くほど原子半径が大きくなり、原子核が電子を引く力が弱まるためです。
分子全体で極性が打ち消し合っているメタンや二酸化炭素のような分子を（ ）分子という。,無極性,12 電気陰性度,結合自体に極性があっても、形が対称的であれば分子全体としては無極性になります。
電気陰性度が最大のフッ素(4.0)と最小のセシウム(0.7)の結合は、極めて強い（ ）結合性を示す。,イオン,12 電気陰性度,差が「1.7〜2.0」を超えると、電子の共有ではなく片寄り（授受）が支配的になります。
水分子において、酸素原子は電気陰性度が大きいため、電荷は（ ）に偏っている。,負/マイナス/δ-,12 電気陰性度,電子を引き寄せている側が負の電荷を帯びます。
第3周期の典型元素（Na〜Cl）において、原子番号が大きくなるほど電気陰性度はどう変化するか。,大きくなる,12 電気陰性度,核の正電荷が増え、外部の電子を引きつける力が強くなるためです。
ポーリング以外の電気陰性度の尺度として、イオン化エネルギーと電子親和力の平均をとる（ ）の尺度がある。,マリケン,12 電気陰性度,「電子を離さない力」と「電子を欲しがる力」の平均で定義する理系的な考え方です。
陽イオンと陰イオンが静電気力（クーロン力）によって引き合う結合を（ ）という。,イオン結合,13 化学結合,電気陰性度の差が大きい金属と非金属の間でよく起こります。
原子同士が互いの価電子を出し合い、共有することでできる結合を（ ）という。,共有結合,13 化学結合,非金属元素同士の結合で、非常に強い結合です。
片方の原子から提供された電子対を、両方の原子で共有する結合を（ ）という。,配位結合,13 化学結合,アンモニウムイオン($NH_4^+$)やオキソニウムイオン($H_3O^+$)の形成に見られます。
金属の陽イオンが、自由に動き回れる（ ）を介して結びつく結合を金属結合という。,自由電子,13 化学結合,この電子が熱や電気を伝える役割を担っています。
共有結合で作られた分子同士に働く弱い引力を総称して（ ）という。,分子間力,13 化学結合,ファンデルワールス力や極性による引力などが含まれます。
共有結合において、引き寄せられた電子が不均一に分布している状態を「（ ）がある」という。,極性,13 化学結合,電気陰性度の差によって生じます。
メタン($CH_4$)や二酸化炭素($CO_2$)のように、分子全体で極性が打ち消し合っている分子を（ ）という。,無極性分子,13 化学結合,正負の電荷の中心が一致するため、分子全体では極性を示しません。
水分子のように、正負の電荷の中心が一致せず、極性を持つ分子を（ ）という。,極性分子,13 化学結合,分子の形状（折れ線型など）が非対称であるために生じます。
非金属の原子が次々と共有結合でつながり、巨大な網目状になった結晶を（ ）という。,共有結合の結晶,13 化学結合,ダイヤモンドや二酸化ケイ素($SiO_2$)が代表例で、極めて硬く融点が高いです。
分子間力によって分子が規則正しく並んでできた結晶を（ ）という。,分子結晶,13 化学結合,ドライアイスやヨウ素が代表例で、融点が低く昇華性を持つものが多いです。
分子の形状が直線型や正四面体型のように対称的である場合、分子全体としては（ ）分子になる。,無極性,13 化学結合,各結合の極性（ベクトルの和）が打ち消し合うためです。
アンモニア分子（$NH_3$）の形状は、非共有電子対の影響により（ ）型となる。,三角錐,13 化学結合,非共有電子対が共有電子対を強く押し下げるため、正四面体から歪んだ形になります。
水分子（$H_2O$）の形状は（ ）型であり、強い極性を持つ。,折れ線,13 化学結合,非共有電子対が2組あるため、結合角は約104.5度になります。
メタン（$CH_4$）の結合角はすべて等しく、（ ）度である。,109.5,13 化学結合,完全な正四面体構造をとるため、すべての角度が一定です。
$NH_3$に$H^+$が配位結合して$NH_4^+$ができるとき、形成された4つの結合は（ ）できない。,区別,13 化学結合,配位結合は「形成過程」が異なるだけで、できた後は通常の共有結合と全く同じ性質を持ちます。
一般に、結合の強さは「共有結合 ＞ イオン結合 ＞ （ ）」の順である。,分子間力,13 化学結合,分子間力は化学結合（原子同士の結合）に比べて桁違いに弱い力です。
共有結合の結晶であるダイヤモンドに対し、同じ炭素の同素体で層状構造を持つ（ ）は電気を通す。,黒鉛/グラファイト,13 化学結合,層内の各炭素原子が持つ4個の価電子のうち1個が、自由電子のように動けるためです。
二酸化炭素分子（$O=C=O$）において、結合自体には極性が（ ）。,ある,13 化学結合,CとOの電気陰性度が異なるため結合には極性がありますが、直線型なので分子全体では打ち消されます。
分子内の電子の偏りが瞬間的に生じることで発生する、すべての分子間に働く弱い引力を（ ）という。,ファンデルワールス力,13 化学結合,分子量が大きいほど、この力は強くなる傾向があります。
分子結晶の単体（$I_2$や$CO_2$など）が、液体を経ずに直接気体になる性質を（ ）という。,昇華性,13 化学結合,分子間力が弱いため、わずかな熱運動で分子がバラバラになりやすいためです。
分子の形状が、電子対同士の反発が最大（距離が最長）になるように配置されるという考え方を（ ）という。,電子対反発則/VSEPR則,13 化学結合,電子対はマイナスの電荷を持つため、互いに最も離れた位置をとろうとします。
"$H_2O, NH_3, CH_4$ のうち、結合角が最も大きい分子は（ ）である。",CH4,13 化学結合,非共有電子対は共有電子対よりも反発力が強く、非共有電子対が多いほど結合角は押しつぶされて小さくなります。
"第14〜17族の水素化物のうち、14族を除き、第2周期の分子（$HF, H_2O, NH_3$）の沸点が異常に高い原因は（ ）である。",水素結合,13 化学結合,分子量が小さいにもかかわらず、分子間に働く引力が非常に強いため、沸点が跳ね上がります。
金属の陽イオンに、非共有電子対を持つ分子やイオンが配位結合してできたイオンを（ ）という。,錯イオン,13 化学結合,$[Ag(NH_3)_2]^+$（ジアンミン銀(I)イオン）などが代表例です。
錯イオンにおいて、中心金属に配位結合している分子やイオンを（ ）という。,配位子/リガンド,13 化学結合,アンモニア、水酸化物イオン、シアン化物イオンなどが配位子になります。
1つの中心金属に結合している配位子の数を（ ）という。,配位数,13 化学結合,金属の種類によって、2、4、6など決まった配位数をとることが多いです。
共有結合の結晶である二酸化ケイ素（$SiO_2$）の結晶において、1個のケイ素原子は（ ）個の酸素原子と結合している。,4,13 化学結合,ケイ素を中心に、酸素が正四面体の頂点方向に結合した巨大分子構造をとります。
分子結晶の沸点が一般に分子量とともに高くなるのは、分子が大きくなるほど（ ）が強くなるからである。,ファンデルワールス力,13 化学結合,電子の数が増えるため、瞬間的な電荷の偏り（分散力）が大きくなります。
原子核のまわりにある電子殻のうち、最も外側にある電子殻を（ ）という。,最外殻,14 最外殻電子・価電子,"K殻, L殻, M殻...と順に埋まり、最後に電子が入っている殻のことです。"
最外殻に存在する電子のことを（ ）という。,最外殻電子,14 最外殻電子・価電子,単に個数を数えるときの名称です。希ガスのNeやArなら8個となります。
原子が他の原子と結合したり、反応したりするときに重要な役割を果たす電子を（ ）という。,価電子,14 最外殻電子・価電子,「反応に関わる電子」という意味。希ガスの場合は反応しないため「0」と数えます。
18族の希ガス元素において、価電子の数は（ ）個と定義される。,0,14 最外殻電子・価電子,最外殻電子は8個（Heは2個）ですが、化学的に安定で反応しないため、価電子は0扱いです。
周期表の13族から17族の元素において、価電子の数は「族の番号の（ ）」と一致する。,1の位,14 最外殻電子・価電子,13族なら3個、17族なら7個です。
電子配置が安定し、他の原子と結合を作りにくい状態（希ガスの配置など）を（ ）という。,閉殻/オクテット,14 最外殻電子・価電子,最外殻が最大収容数で満たされているか、8個で安定している状態です。
原子の記号の周囲に、価電子を「・（点）」で表した図を（ ）という。,電子式,14 最外殻電子・価電子,ルイス構造式を書くための基本となる表記法です。
電子式において、2個で対になっていない1個だけの電子を（ ）という。,不対電子,14 最外殻電子・価電子,この不対電子が他の原子の電子とペアを作ることで「共有結合」が生まれます。
周期表の同じ（ ）に属する元素は、価電子の数が等しいため、化学的性質が似ている。,族,14 最外殻電子・価電子,同族元素（アルカリ金属など）の性質が似る根本的な理由です。
遷移元素において、原子番号が増えても価電子数が1〜2個でほぼ一定なのは、電子が（ ）側の殻に補充されるためである。,内,14 最外殻電子・価電子,M殻のd軌道など、最外殻より内側が埋まっていくため、表面の電子数は変わりません。
電子式において、共有結合に使われる前の「2個でペアになった電子」を（ ）という。,非共有電子対/孤立電子対,14 最外殻電子・価電子,反応には直接関わりませんが、分子の形（折れ線型など）を決定する重要な要素です。
炭素原子（C）の価電子数は4個だが、電子式における不対電子の数は（ ）個である。,4,14 最外殻電子・価電子,上下左右に1個ずつ配置されるため、最大4つの相手と結合できます。
酸素原子（O）の価電子数は6個だが、電子式における不対電子の数は（ ）個である。,2,14 最外殻電子・価電子,6個のうち4個は2組の電子対になり、残りの2個が不対電子として残ります。
原子が持つ不対電子の数に等しく、その原子が作ることができる共有結合の数を（ ）という。,原子価,14 最外殻電子・価電子,Hは1、Oは2、Nは3、Cは4となります。
第3周期のアルミニウム（Al）において、価電子が存在する電子殻の名称は（ ）殻である。,M,14 最外殻電子・価電子,"K(2), L(8), M(3) という電子配置になります。"
典型元素は、周期表の（ ）族および12〜18族の元素を指す。,1/2,14 最外殻電子・価電子,"1, 2, 12-18族が典型元素。かつては12族を含まない定義もありましたが現在は含めるのが一般的です。"
遷移元素である鉄（Fe）や銅（Cu）において、最外殻電子の数は（ ）個であることが多い。,1/2,14 最外殻電子・価電子,遷移元素は内側の殻が埋まっていくため、最外殻（N殻など）は1〜2個で安定します。
全元素中で、単体として最も安定し、価電子が0である元素の一群を（ ）という。,希ガス,14 最外殻電子・価電子,他の原子と電子をやり取りする必要がないため、単原子分子として存在します。
塩素原子（Cl）が電子を1個受け取って$Cl^-$になったとき、その電子配置は（ ）原子と同じになる。,アルゴン/Ar,14 最外殻電子・価電子,近くにある希ガスと同じ電子配置をとることで安定化します。
元素記号の周囲に、価電子を「・」で表した記号を（ ）という。,電子式,15 電子式,原子同士がどう電子を共有しているかを可視化します。
原子間で共有されている電子対を（ ）という。,共有電子対,15 電子式,2つの原子の間に置かれ、結合の接着剤となります。
結合に関与していない、特定の原子に属する電子対を（ ）という。,非共有電子対/孤立電子対,15 電子式,アンモニアなら1組、水なら2組存在します。
電子式において、共有電子対1組を「ー（線）」で表した式を（ ）という。,構造式,15 電子式,電子式を簡略化したもので、分子の骨格を把握しやすくなります。
窒素分子（$N_2$）において、窒素原子間には（ ）組の共有電子対が存在する。,3,15 電子式,互いに不対電子を3個出し合い、三重結合を形成します。
二酸化炭素（$CO_2$）の電子式では、C原子とO原子の間にそれぞれ（ ）結合が形成される。,二重,15 電子式,炭素の4個、酸素の2個の不対電子を使い切り、オクテットを完成させます。
電子式を書く際、各原子の周囲の電子が（ ）個（Hは2個）になるように配置するのが基本である。,8,15 電子式,これをオクテット則（八隅説）と呼び、希ガスと同じ安定配置を目指します。
オキソニウムイオン（$H_3O^+$）の電子式では、酸素原子から水素イオンへ（ ）結合が行われている。,配位,15 電子式,酸素の非共有電子対が、$e^-$を持っていない$H^+$に貸し出されます。
メタン（$CH_4$）において、中心の炭素原子の周囲にある共有電子対は（ ）組である。,4,15 電子式,炭素の価電子4個がすべてHとの共有に使われます。
シアン化水素（$HCN$）の電子式において、炭素と窒素の間には（ ）結合が存在する。,三重,15 電子式,$H-C \equiv N$ となり、炭素も窒素もオクテットを満たします。
元素記号の周囲に、価電子を「・」で表した記号を（ ）という。,電子式,15 電子式,原子同士の電子の共有状態を可視化します。
原子間で共有されている電子対を（ ）という。,共有電子対,15 電子式,2つの原子の間に置かれ、結合の接着剤となります。
結合に関与していない、特定の原子に属する電子対を（ ）という。,非共有電子対/孤立電子対,15 電子式,この電子対の反発が分子の形状（折れ線型など）を決めます。
電子式において、共有電子対1組を「ー（線）」で表した式を（ ）という。,構造式,15 電子式,価標（結合の線）を用いて分子の骨格を表します。
窒素分子（$N_2$）の電子式において、原子間に存在する共有電子対は（ ）組である。,3,15 電子式,互いに不対電子を3個出し合い、三重結合を形成します。
二酸化炭素（$CO_2$）の電子式において、炭素原子の周囲にある共有電子対は合計（ ）組である。,4,15 電子式,炭素は2つの酸素とそれぞれ二重結合（2組ずつ）を作ります。
オキソニウムイオン（$H_3O^+$）において、酸素原子が$H^+$に電子対を一方的に貸し出す結合を（ ）という。,配位結合,15 電子式,電子を「貸す側」と「持たない側」で共有が始まります。
シアン化水素（$HCN$）において、炭素と窒素の間に形成されるのは（ ）結合である。,三重,15 電子式,$H-C \equiv N$となり、全原子がオクテット（Hは2個）を満たします。
アンモニア（$NH_3$）の電子式を書いたとき、窒素原子に残る非共有電子対は（ ）組である。,1,15 電子式,価電子5個のうち3個を共有に使い、2個が1組として残ります。
水（$H_2O$）の電子式を書いたとき、酸素原子に残る非共有電子対は（ ）組である。,2,15 電子式,価電子6個のうち2個を共有に使い、4個が2組として残ります。
"$CH_4, NH_3, H_2O$ の中で、非共有電子対の数が最も多い分子は（ ）である。",H2O,15 電子式,Cは0組、Nは1組、Oは2組の非共有電子対を持ちます。
電子式における「不対電子」の数は、その原子が持つ（ ）の数と一致する。,原子価/結合の手の数,15 電子式,Hは1、Oは2、Nは3、Cは4となります。
"$CH_4, NH_3, H_2O$ の分子の形状において、中心原子の電子対の配置はすべて（ ）状である。",正四面体,15 電子式,共有・非共有を問わず、4組の電子対は互いに最も離れたこの配置をとります。
エチレン（$C_2H_4$）の構造式において、炭素原子間の結合を表す線の数は（ ）本である。,2,15 電子式,二重結合なので2本の線（価標）で表します。
アセチレン（$C_2H_2$）の電子式において、炭素原子間に共有されている電子の総数は（ ）個である。,6,15 電子式,三重結合（3組）なので、電子の数としては6個になります。
酢酸（$CH_3COOH$）の電子式において、二重結合に関与している酸素原子の非共有電子対は（ ）組である。,2,15 電子式,酸素は結合の種類にかかわらず、オクテットを満たすために2組の非共有電子対を持ちます。
分子全体が1価の陽電荷を持つオキソニウムイオンの化学式は（ ）である。,H3O+,15 電子式,水分子に水素イオンが配位結合した形です。
構造式において、配位結合を特に区別して表す際に用いられる記号は（ ）である。,矢印/→,15 電子式,電子対を提供する原子から受け取る原子へ向けて書きます。
$[Ag(NH_3)_2]^+$ のように、配位数が「2」の錯イオンはどのような直線的な形状をとるか。,直線型,16 化学結合,銀イオンを中心としたジアンミン銀(I)イオンは直線型になります。
テトラアンミン銅(II)イオン $[Cu(NH_3)_4]^{2+}$ が水溶液中で示す特徴的な色は何か。,深青色,16 化学結合,銅(II)イオンにアンモニアが配位すると、独特な濃い青色に変化します。
ダイヤモンドや二酸化ケイ素のように、融点が極めて高く水に全く溶けない結晶を（ ）という。,共有結合の結晶,16 化学結合,全原子が共有結合で繋がっているため、化学的に非常に安定です。
金属が叩くと薄く広がる性質を（ ）、引き伸ばされる性質を（ ）という。,展性/延性,16 化学結合,自由電子がクッションの役割をするため、位置がずれても結合が切れません。
ヨウ素（$I_2$）が常温で固体であり、ファンデルワールス力によって結びついている結晶を（ ）という。,分子結晶,16 化学結合,分子同士が弱い力で引き合っているため、昇華しやすいのが特徴です。
ヘキサシアニド鉄(II)酸イオン $[Fe(CN)_6]^{4-}$ の形状は、中心金属を中心に（ ）型である。,正八面体,16 化学結合,配位数が6の場合、通常は正八面体構造をとります。
イオン結晶が強い衝撃で特定の面に沿って割れやすい性質を（ ）という。,劈開/へき開,16 化学結合,衝撃で層がずれ、同種の電荷が向かい合って反発するためです。
塩化ナトリウム（$NaCl$）などのイオン結晶は、固体の状態では電気を通さないが、（ ）状態では電気を通す。,融解/水溶液,16 化学結合,自由に動けるイオンが存在するようになると導電性が生まれます。
氷の密度が液体の水よりも小さいのは、水素結合によって内部に（ ）構造が作られるためである。,隙間の多い/空間の多い,16 化学結合,水素結合により、正四面体方向に原子が固定され、体積が増加します。
分子内の原子の配置が非対称であり、電荷の偏りが生じている分子を（ ）という。,極性分子,16 化学結合,極性分子は極性溶媒（水など）によく溶ける傾向があります。
粒子の個数に着目した化学独自の単位を（ ）という。,物質量/mol,17 物質量,非常に小さな粒子を、扱いやすい集団として数えるための単位です。
1 molあたりに含まれる粒子の数（約$6.0 \times 10^{23}$ /mol）を（ ）という。,アボガドロ定数,17 物質量,イタリアの科学者アボガドロにちなんで名付けられました。
物質1 molあたりの質量のことを（ ）という。,モル質量,17 物質量,単位はg/molで、数値は原子量・分子量・式量と等しくなります。
原子の相対的な質量の基準となっているのは、原子番号6の（ ）原子である。,炭素/C/12C,17 物質量,質量数12の炭素原子の質量を12と定めて基準にしています。
0℃、1013hPaの状態を、気体の（ ）という。,標準状態,17 物質量,気体の体積を比較する際の基準となる温度と圧力の状態です。
標準状態において、すべての気体1 molが占める体積は約（ ）Lである。,22.4,17 物質量,気体の種類によらず、1 molあたりの体積は一定になります（アボガドロの法則）。
物質量を求める際、「粒子の数 ÷ （ ）」という計算を行う。,アボガドロ定数,17 物質量,全体の個数を1組の個数で割ることで、何組（何mol）あるかが出ます。
分子量に（ ）という単位をつけると、その物質1 molあたりの質量になる。,g,17 物質量,分子量18の水なら、1 mol集めると18gになります。
空気のような混合気体において、各成分の分子量に存在比をかけて算出した平均の値を（ ）という。,平均分子量,17 物質量,空気の場合は窒素約80%、酸素約20%として約28.8となります。
