question,answer,chapter,explanation
植物ホルモンであるジベレリンには、植物の草丈を高く（伸長成長を促進）する働きがある。,〇,1 共通テストの過去問,ジベレリンは茎の伸長成長を強力に促進するホルモンです。この合成や受容に異常がある変異体は矮性（わいせい：背が低い）になります。
小腸の柔毛表面の細胞は、グルコースを能動輸送するタンパク質を発現しており、グルコースを小腸管内の濃度にかかわらず細胞内に取り込むことができる。,〇,1 共通テストの過去問,グルコースは、小腸の柔毛細胞においてナトリウムイオンの濃度勾配を利用した共輸送（二次能動輸送）により、管内の濃度にかかわらず細胞内に取り込まれます。
未分解の乳糖が大量に大腸に入ると、大腸内の細菌による発酵で乳糖が代謝され、主に酸素が発生することで腹部が膨満することがある。,×,1 共通テストの過去問,大腸内の乳糖発酵によって生じる主なガスは、酸素ではなく、二酸化炭素や水素、メタンなどです。
遺伝子頻度においてハーディ・ワインベルグの法則が成立している集団において、劣性形質（L無）の成人の頻度が0.16のとき、ヘテロ接合体の頻度は0.48である。,〇,1 共通テストの過去問,L無の遺伝子頻度を $q$ とすると、$q^2 = 0.16$ より $q = 0.4$ です。優性遺伝子の頻度は $p = 1 - 0.4 = 0.6$ となり、ヘテロ接合体の頻度は $2pq = 2 \times 0.6 \times 0.4 = 0.48$ となります。
真核生物の遺伝子発現において、乳糖の代謝に関係する複数の遺伝子が「オペロン」という共通の転写制御を受ける単位を構成している。,×,1 共通テストの過去問,複数の遺伝子が共通のプロモーターから一括して転写される「オペロン」の仕組みは、真核生物ではなく原核生物に特徴的な構造です。
真核生物の転写開始時には、DNAポリメラーゼがプロモーターに特異的に結合する。,×,1 共通テストの過去問,転写を担う（RNAを合成する）酵素は「RNAポリメラーゼ」です。DNAポリメラーゼはDNAの複製に関与する酵素です。
真核生物において、一つの遺伝子からは常に一種類のポリペプチド（タンパク質）のみが合成される。,×,1 共通テストの過去問,真核生物では、選択的スプライシング（エキソンの異なる組み合わせ）などにより、一つの遺伝子から複数種のポリペプチドが合成されることがあります。
真核生物におけるタンパク質合成（翻訳）は、細胞の核内で起きる。,×,1 共通テストの過去問,転写は核内で行われますが、タンパク質合成（翻訳）は細胞質にあるリボソームで行われます。
多細胞生物において、細胞の種類（組織）が違っていても、発現している調節遺伝子の種類は常に同じである。,×,1 共通テストの過去問,分化した各組織の細胞において、発現する調節遺伝子の種類が異なることで、それぞれの細胞に必要な特定の遺伝子群が選択的に発現します。
外来生物は、在来種との交雑を引き起こすことにより、在来種集団の遺伝的な固有性を損なう（遺伝的攪乱をもたらす）ことがある。,〇,1 共通テストの過去問,近縁な外来生物が在来種と交雑すると、在来種の固有の遺伝子プールが失われる遺伝的攪乱が引き起こされます。
外来生物を駆除して生態系を復元する試みは、技術やコスト、規模の面から難易度が極めて高く、世界中でほぼ成功しているとは言えない。,〇,1 共通テストの過去問,外来種の完全な駆除や生態系復元の成功例は一部の隔離された地域などに限られており、全体としては成功への道のりは非常に困難です。
アヒルのヒナが孵化直後に初めて見た動く対象（親や模型など）の後を追って歩くようになる行動は、学習（刷込み）の一種である。,〇,1 共通テストの過去問,孵化後の特定の限られた時期に、特定の刺激を記憶して生涯持続するこの行動は、刷込み（インプリンティング）と呼ばれる学習行動の一種です。
繁殖期のイトヨの雄が、婚姻色に似せて下部を赤く塗っただけの簡素な模型に対しても攻撃行動を示すのは、成長過程で獲得した学習行動による。,×,1 共通テストの過去問,イトヨの攻撃行動は、特定の「かぎ刺激」（赤い色）によって本能的に誘発される、生まれつき備わった「生得的行動」であり、学習によるものではありません。
アメフラシの水管に繰り返し軽い触刺激を与えると、最初はえらを引っ込めるが、刺激を続けるうちにやがてえらを引っ込めなくなる現象は、学習（慣れ）の一種である。,〇,1 共通テストの過去問,無害な刺激が繰り返されることでその刺激に対する反応が消失・減弱する現象は「慣れ（順化）」と呼ばれ、最も単純な学習行動の一つです。
鳥類において、混ざった歌（他種と混ざった不完全な歌）をさえずる雄は、同種の雌に配偶相手として認識されにくいため、繁殖に失敗しやすい。,〇,1 共通テストの過去問,特有の歌は求愛やなわばり防衛のアピールであり、混ざった不完全な歌を歌う雄は雌を引きつけにくく、繁殖の成功率は著しく下がります。
被子植物の重複受精において、受精直後の胚乳核に含まれるゲノムDNA量は、受精直後の受精卵の核に含まれるゲノムDNA量と同じである。,×,1 共通テストの過去問,被子植物の受精卵は2n（卵細胞n＋精細胞n）ですが、胚乳核は3n（中央細胞の極核n＋極核n＋精細胞n）となるため、ゲノムDNAの量は異なります。
胚において、将来眼ができる頭部の領域（予定眼領域）を本来は眼が形成されない胴体などの部位に移植するとそこに眼ができる現象は、移植された細胞から生じた「誘導の連鎖」によって説明される。,〇,1 共通テストの過去問,眼の形成は、脳（眼胞）が表皮を水晶体に誘導し、さらに水晶体が表皮を角膜へと順次誘導する「誘導の連鎖」が起こるため、異移植された場所でも眼が形成されます。
原核生物である大腸菌において、機能的に関連のある隣接した複数の遺伝子がまとめて転写の調節を受ける遺伝子群のまとまりを「オペロン」という。,〇,1 共通テストの過去問,大腸菌などの原核生物では、一連の反応に関わる複数の遺伝子が隣接して存在し、一括して転写制御を受けます。これをオペロンと呼びます。
オペロンにおいて、転写に関わる塩基配列のうち、RNAポリメラーゼが結合する領域を「プロモーター」という。,〇,1 共通テストの過去問,プロモーターはRNAポリメラーゼが結合して転写を開始する領域です。
オペロンにおいて、転写に関わる塩基配列のうち、リプレッサーが結合する領域を「プロモーター」という。,×,1 共通テストの過去問,リプレッサー（転写を抑制するタンパク質）が結合する塩基配列領域は「オペレーター」です。
大腸菌のオペロンにおいて、リプレッサーがオペレーターに結合すると、転写が促進される。,×,1 共通テストの過去問,リプレッサーがオペレーターに結合すると、RNAポリメラーゼの進行が妨げられ、転写が「抑制」されます。
大腸菌がラクトースを栄養源として利用する際、RNAポリメラーゼは、ラクトースに由来する物質と結合することによって、プロモーターに結合できるようになる。,×,1 共通テストの過去問,ラクトース存在下で転写が始まるのは、ラクトース誘導体（アロラクトース）が「リプレッサー」に結合してその構造を変え、オペレーターから離脱させるためです。RNAポリメラーゼに直接結合するのではありません。
大腸菌がラクトースを栄養源として利用する際、リプレッサーは、ラクトースに由来する物質と結合することによって、転写を調節する塩基配列（オペレーター）に結合できなくなる。,〇,1 共通テストの過去問,ラクトースに由来する物質がリプレッサーに結合すると、リプレッサーはオペレーターに結合できなくなり、転写の抑制が解除されて転写が始まります。
大腸菌の遺伝子発現調節において、培地中にラクトースが存在するときは、リプレッサーがつくられない。,×,1 共通テストの過去問,リプレッサーはラクトースの有無に関わらず、調節遺伝子から常に一定量つくられています（常時発現）。その活性（オペレーターへの結合能）がラクトースによって制御されます。
真核生物の染色体では、DNAが「基本転写因子」に巻きついて、ヌクレオソームとよばれる構造となり、これが密に折りたたまれている。,×,1 共通テストの過去問,DNAが巻きついている芯となるタンパク質は「ヒストン」です。
真核生物において、染色体の折りたたみがゆるめられ、プロモーターに「基本転写因子」と「RNAポリメラーゼ」とが結合することで転写が開始される。,〇,1 共通テストの過去問,真核生物の転写開始には、RNAポリメラーゼだけでなく、基本転写因子と呼ばれる複数のタンパク質がプロモーター領域に結合する必要があります。
真核生物において、転写によって合成されたRNAの塩基配列の一部（イントロン）が「細胞質基質」において取り除かれ、mRNAとなる。この過程をスプライシングという。,×,1 共通テストの過去問,スプライシング（不要なRNA部分の除去と結合）は、転写と同様に「核内」で行われます。
動物の未受精卵は受精後、接合を繰り返すことによって多細胞化し、胚となる。,×,1 共通テストの過去問,受精後の多細胞化は「卵割」（体細胞分裂の一種）を繰り返すことによって行われます。
発生運命の決定プロセスでは、特定の調節タンパク質（転写因子）が特定の遺伝子の転写を調節するDNA領域に結合することで、細胞の分化が起こる。,〇,1 共通テストの過去問,転写因子などの調節タンパク質が、標的遺伝子のプロモーターやエンハンサーといった転写調節領域に結合することで、特定の遺伝子発現が誘導・制御され、細胞の専門化（分化）が進みます。
植物が水分不足によって乾燥ストレスを受けると、植物体内からの水分損失を防ぐために気孔を閉じるとともに、植物ホルモンの一種であるアブシシン酸の作用によって乾燥耐性が誘導される。,〇,1 共通テストの過去問,アブシシン酸はストレスホルモンとも呼ばれ、乾燥ストレス時に気孔の閉鎖や乾燥耐性遺伝子の発現を促します。
オオムギ種子が吸水すると、胚乳で合成されたジベレリンは糊粉層にはたらきかけてアミラーゼの合成を誘導し、胚に貯蔵されているデンプンを分解する。,×,1 共通テストの過去問,ジベレリンが合成されるのは「胚」です。それが「糊粉層」に作用してアミラーゼ（デンプン分解酵素）を誘導し、「胚乳」に貯蔵されているデンプンを分解します。
ヒトが遠くのものを見るとき、毛様筋（毛様体）が収縮し、チン小帯がゆるむことで水晶体が薄くなる。,×,1 共通テストの過去問,遠くを見るときは、毛様筋が「弛緩」し、これによってチン小帯が「緊張」して引っ張られ、水晶体が「薄く」なります。
神経に短い刺激を1回与えた場合に、筋肉が速やかに収縮してすぐに弛緩することを強縮という。,×,1 共通テストの過去問,1回の短い刺激による収縮と弛緩は「単収縮（単収縮）」と呼びます。短い間隔で刺激を繰り返し与えたときに、弛緩せずに収縮が持続する現象を「強縮」と呼びます。
筋細胞が興奮すると、筋小胞体はカルシウムイオンを放出する。,〇,1 共通テストの過去問,筋細胞の興奮（活動電位）が伝わると、筋小胞体から「カルシウムイオン（$Ca^{2+}$）」が放出され、これが筋収縮の引き金となります。
シナプスにおける情報の伝達は、軸索の末端から隣の細胞へと一方向のみに伝わる。,〇,1 共通テストの過去問,シナプス小胞（伝達物質）が軸索末端にのみ存在し、受容体が対向する細胞膜にのみ存在するため、情報の伝達は一方向に限定されます。
末梢神経系は、自律神経系と中枢神経系の二つに分けられる。,×,1 共通テストの過去問,神経系全体が「中枢神経系（脳・脊髄）」と「末梢神経系」に大別されます。末梢神経系の中に「自律神経系」と「体性神経系」が含まれます。
一本の神経繊維において、興奮が軸索に沿って伝わることを伝達といい、隣接する細胞にシナプスを介して伝わることを伝導という。,×,1 共通テストの過去問,用語が逆です。同一細胞内（軸索上）を興奮が移動することを「伝導」、シナプスを介して隣の細胞へ伝わることを「伝達」といいます。
無髄神経繊維は有髄神経繊維と比べて、軸索の直径が同じとき、より速い速度で興奮を伝える。,×,1 共通テストの過去問,有髄神経繊維は髄鞘（絶縁体）をもち、ランビエ絞輪をジャンプする「跳躍伝導」を行うため、無髄神経繊維よりも興奮の伝導速度が圧倒的に速いです。
アリやハチなどの社会性昆虫において、一般に一つのコロニーは、ごく少数の女王と多数のワーカー（働きアリ・働きバチ）によって構成され、ワーカーは多くの場合、一生をとおして生殖能力をもたない。,〇,1 共通テストの過去問,社会性昆虫のワーカーは、通常は生殖器官が発達せず、一生を通じて生殖能力を持ちません。
生態系における「純生産量」は、公式「純生産量 ＝ 成長量 ＋ 被食量 ＋ 枯死（脱落）量」で表すことができる。,〇,1 共通テストの過去問,純生産量は、総生産量から呼吸量を引いたものであり、その植物体が一定期間に蓄積・分配した量（成長量、被食量、枯死・脱落量の合計）に等しくなります。
特定の遺伝子において、生存や繁殖に影響しない（中立な）突然変異が、主に「遺伝的浮動」によって集団中に広まることを認める説を分子進化の木村資生の中立説という。,〇,1 共通テストの過去問,自然選択に対して有利でも不利でもない（中立な）突然変異は、偶然による遺伝子頻度の変動（遺伝的浮動）によって集団内に固定または消失していきます。
減数分裂の第一分裂の際、相同染色体どうしが結合して染色体の一部が交換される現象を、染色体の「乗換え（組換え）」とよぶ。,〇,1 共通テストの過去問,第一分裂の前期に相同染色体が対合し、キアズマを形成して一部を交換する現象を「乗換え」と呼び、これによって遺伝子の「組換え」が起こります。
減数分裂において、第二分裂が終わったとき（配偶子形成時）、1細胞あたりのDNA量は、減数分裂に入る直前（DNA複製後、分裂開始前）の細胞の $\frac{1}{2}$ 倍となる。,×,1 共通テストの過去問,減数分裂に入る前（G1期）のDNA量を2とすると、DNA複製後（分裂開始前）は4になります。第一分裂終了で2になり、第二分裂終了で1になります。したがって、分裂完了時のDNA量は、減数分裂に入る直前（分裂前＝4）の「 $\frac{1}{4}$ 倍」（入る前のG1期通常細胞の $\frac{1}{2}$ 倍）です。
地球の歴史において、原始大気中には酸素がほとんど存在していなかったが、酸素発生型の光合成を行う生物が出現した後に環境中の酸素が増加した。,〇,1 共通テストの過去問,シアノバクテリアなどの酸素発生型光合成生物の出現によって地球上に酸素が蓄積し、これがのちの好気性生物の進化やオゾン層形成につながりました。
節足動物は、胚の発生過程において、原口が将来の口になる「前口動物（旧口動物）」に属する。,〇,1 共通テストの過去問,節足動物や環形動物、軟体動物などは、発生過程で原口がそのまま口になる前口動物に分類されます。棘皮動物や脊索動物は後口動物です。
節足動物は、環形動物と同様に、からだが「体節」に分かれるという共通の特徴をもつ。,〇,1 共通テストの過去問,節足動物（昆虫や甲殻類など）と環形動物（ミミズやゴカイなど）は、ともに体が体節構造に分かれているという共通性を示します。
緑藻、褐藻、紅藻の3つのグループの中で、光合成色素としてクロロフィルaとクロロフィルbをもつ「緑藻」が、陸上植物に系統的に最も近縁であると考えられる。,〇,1 共通テストの過去問,陸上植物は、光合成色素（クロロフィルa・bやカロテノイド）や貯蔵物質（デンプン）の共通性などから、シャジクモ類を含む緑藻類の系統から進化したと考えられています。
