question,answer,chapter,explanation
日本・中国・韓国・ASEAN・豪・ニュージーランドが参加する、世界最大級の経済連携協定は？,RCEP/アールセップ,２ 世界の結びつき,地域的な包括的経済連携協定の略です。世界の人口・GDPの約3割を占める巨大な自由貿易圏です。
多国籍企業が途上国へ進出する際、生産拠点を作るために直接資金を出すことを（ ）という。,直接投資,２ 世界の結びつき,工場建設などを通じて現地の雇用を生みますが、景気が悪化すると資金が引き上げられ、現地経済が混乱するリスクもあります。
特定の農産物や鉱物資源の輸出に経済を過度に依存する構造を（ ）経済という。,モノカルチャー/モノカルチャー経済,２ 世界の結びつき,植民地時代の名残が多く、国際価格の変動や天候に国の財政が左右されやすいため、経済が不安定になりやすい欠点があります。
発展途上国の間でも、資源国や新興工業国と、後発開発途上国との間で生じる格差を（ ）という。,南南問題,２ 世界の結びつき,途上国全体を「南」と呼ぶのに対し、その内部で経済発展のスピードに差（格差）が生じている現代的な課題です。
途上国が原材料を輸出し、先進国が工業製品を輸出するという、産業水準の異なる国同士の役割分担を（ ）という。,垂直分業,２ 世界の結びつき,付加価値の低い一次産品と、高い工業製品の交換になるため、途上国側に不利な格差（南北問題）が定着しやすい構造です。
先進国同士、あるいは工業化が進んだ国同士で、製品の種類や工程を分担して取引することを（ ）という。,水平分業,２ 世界の結びつき,自動車部品を互いに輸出入するなど、対等な技術水準を持つ国々の間で、効率化のために行われる分業形態です。
途上国の生産者に正当な対価を支払い、自立を支援する持続可能な貿易の仕組みを（ ）という。,フェアトレード/公正貿易,２ 世界の結びつき,モノカルチャー経済などで買い叩かれやすいコーヒーや綿花などの生産者を守り、環境と生活を保護するための運動です。
国連が定義する、開発が著しく遅れている低所得な国々の総称をアルファベット3文字で（ ）という。,LDC/後発開発途上国,２ 世界の結びつき,途上国の中でも特に経済的・社会的基盤が脆弱な国々を指し、南南問題における「最も深刻な側」に位置します。
地球を覆う十数枚の硬い岩盤を（ ）という。,プレート,３ 自然の地形,厚さ100km程度の岩石圏（リソスフェア）を指します。この動きがすべての地形形成の根源となります。
プレートの移動や火山活動など、地球内部の熱エネルギーによって地形を作る力を（ ）という。,内的営力,３ 自然の地形,山脈を作ったり、土地を隆起させたりする「大地形」を形成する主役です。
風化・侵食・運搬・堆積など、太陽エネルギーや重力によって地表の凸凹を平坦にする力を（ ）という。,外的営力,３ 自然の地形,河川による侵食や氷河の削り取りなどが該当し、比較的小さな地形（小地形）を作ります。
プレートが互いに遠ざかる境界を（ ）という。,広がる境界,３ 自然の地形,海嶺（海底山脈）やアフリカの大地溝帯などが代表例で、新しい地殻が誕生する場所です。
プレートが互いに衝突したり、一方が沈み込んだりする境界を（ ）という。,狭まる境界,３ 自然の地形,海溝や巨大な褶曲山脈（ヒマラヤなど）が形成され、地震や火山活動が活発です。
プレートが互いに水平にすれ違う境界を（ ）という。,ずれる境界,３ 自然の地形,アメリカのサンアンドレアス断層が有名です。大規模な横ずれ断層が生じます。
先カンブリア時代に激しい地殻変動を受けた後、現在は安定している大陸の核となる地域を（ ）という。,安定陸塊,３ 自然の地形,地震がほとんどなく、長年の侵食により平坦な地形（楯状地や卓状地）が広がっています。
古生代の造山運動により形成され、現在は侵食が進んでなだらかになった山地を（ ）という。,古期造山帯,３ 自然の地形,アパラチア山脈やウラル山脈などが代表で、石炭の埋蔵量が多いのが特徴です。
中生代〜新生代に形成された、高く険しい山脈が連なる地域を（ ）という。,新期造山帯,３ 自然の地形,アルプス・ヒマラヤ造山帯や環太平洋造山帯があり、石油や銅の埋蔵が目立ちます。
地殻の下にあり、地球の体積の約8割を占める、高温で流動性のある層を（ ）という。,マントル,３ 自然の地形,内部の熱によって対流しており、その上に乗っているプレートを動かすエンジンの役割を果たしています。
太平洋を取り囲むように連なり、火山や地震が非常に活発な地域を（ ）という。,環太平洋造山帯,３ 自然の地形,日本列島、アンデス山脈、ロッキー山脈などが含まれます。新期造山帯の一部で、険しい山々が特徴です。
インドネシアからヒマラヤ山脈を経て、アルプス山脈へ続く新期造山帯を（ ）という。,アルプス・ヒマラヤ造山帯,３ 自然の地形,ユーラシアプレートと他のプレートが衝突して形成されました。世界最高峰の山々が連なります。
安定陸塊のうち、先カンブリア時代の岩盤が地表に露出し、緩やかな凸状をなしている平原を（ ）という。,楯状地,３ 自然の地形,カナダ楯状地やバルト楯状地が有名です。長年の侵食により、盾を伏せたような形になっています。
安定陸塊のうち、古い岩盤の上に水平に地層が堆積し、テーブル状の地形となった場所を（ ）という。,卓状地,３ 自然の地形,ロシア平原やシベリア台地などが代表例です。広大な平原や台地を形成しています。
卓状地の一部で、地層がわずかに傾き、硬い層が急崖、柔らかい層が緩斜面となった階段状の地形を（ ）という。,ケスタ,３ 自然の地形,パリ盆地やロンドン盆地に見られます。理系的には「地層の硬軟の差による差別侵食」の結果です。
プレートが広がる境界に形成される、海底の巨大な山脈を（ ）という。,海嶺,３ 自然の地形,大西洋中央海嶺などが有名です。中心部には割れ目（裂谷）があり、新しい地殻が次々と生まれています。
プレートが沈み込む境界に形成される、細長い深い溝を（ ）という。,海溝,３ 自然の地形,"マリアナ海溝や日本海溝など、水深は6,000mを超え、地球上で最も深い場所を形成します。"
安定陸塊に多く埋蔵されており、露天掘りによる大規模な開発が行われることが多い鉱産資源は？,鉄鉱石,３ 自然の地形,先カンブリア時代の海底で、当時の酸素濃度の変化により鉄分が沈殿して形成されました。ブラジルやオーストラリアに多く分布します。
新期造山帯の背斜構造（地層が山型に曲がった部分）などに多く蓄積されている化石燃料は？,石油/天然ガス,３ 自然の地形,中生代以降の死骸が堆積し、地熱と圧力で変化したものです。地層が新しく、変形が適度な場所に溜まりやすい性質があります。
古期造山帯に多く分布し、かつての巨大な森林が地中に埋まって形成された資源は？,石炭,３ 自然の地形,古生代の植物が堆積したものです。アパラチア山脈やウラル山脈など、なだらかな山地に多く見られます。
新期造山帯（特に環太平洋）において、火山活動に関連して多く産出される非鉄金属資源は？,銅/銅鉱石,３ 自然の地形,マグマの熱による熱水作用で濃縮されます。チリのアンデス山脈などが世界的な産地です。
石油や天然ガスが溜まりやすい、地層が上に凸に曲がった構造を何というか。,背斜/背斜構造,３ 自然の地形,密度が小さい石油やガスは、水の上に浮き、この「山」の部分にトラップ（捕捉）されて蓄積します。
安定陸塊のブラジル高原やオーストラリア西部に広がる、鉄鉱石の巨大な産地を（ ）という。,鉄山,３ 自然の地形,露天掘りという、地表から階段状に削っていく効率的な採掘方法がとられます。
河川によって運ばれた物質が河口付近で堆積して形成された地形を（）という。,三角州,３ 自然の地形,
河川によって運ばれた物質が河口付近で堆積して形成された地形を（ ）という。,三角州/デルタ,３ 自然の地形,河口で流速が急激に落ち、運んでいた土砂が堆積してできた平坦地です。水田として利用されますが、地盤が弱く水害に弱い特徴があります。
山間部を流れる河川が平地に抜ける際、出口付近に土砂を堆積させて作った扇型の地形を（ ）という。,扇状地,３ 自然の地形,勾配が急に緩やかになる場所で形成されます。土砂の粒が大きいため水が地下に染み込みやすく、扇頂・扇央・扇端で土地利用が異なります。
扇状地の（ ）では、水が地下に浸透して地表から水が消える「伏流」が起きやすい。,扇央,３ 自然の地形,砂利が多く水はけが良すぎるため、古くから桑畑や果樹園として利用されてきました。
扇状地の末端で、伏流水が地表に湧き出している部分を（ ）という。,扇端,３ 自然の地形,水が得やすいため、古くから集落（湧水帯集落）が形成され、水田も広がっています。
河川の両側に沿って発達した、洪水時に土砂が積み上がってできた微高地を（ ）という。,自然堤防,３ 自然の地形,洪水時に水が溢れる際、重い粒子が川のすぐそばに沈殿してできたものです。周囲よりわずかに高いため、集落や畑に利用されます。
自然堤防の背後に広がる、水はけの悪い低地を（ ）という。,後背湿地/バックマーシュ,３ 自然の地形,粘土質の細かい土が堆積しており、常に湿っています。主に水田として利用されます。
平野部を蛇行する河川が、洪水などで流路を変えた後に取り残された三日月型の湖を（ ）という。,三日月湖/河跡湖,３ 自然の地形,かつての川の通り道です。地盤が非常に軟弱で、災害時のリスクが高い場所です。
河川の侵食により、川沿いに形成された階段状の地形を（ ）という。,河岸段丘,３ 自然の地形,地盤の隆起や海面の低下によって、川が再び深く削り始めることで形成されます。平坦面は生活の場、斜面（段丘崖）は境界になります。
起伏の激しい山地が沈水し、V字谷に海水が入り込んで形成された複雑な海岸を（ ）という。,リアス海岸/リアス式海岸,３ 自然の地形,鋸の歯のような複雑な海岸線が特徴です。波が穏やかなため養殖業や良港に適しますが、津波が巨大化しやすい危険もあります。
陸地が相対的に沈んだり、海面が上昇したりして形成された海岸の総称を（ ）という。,沈水海岸,３ 自然の地形,リアス海岸、フィヨルド、エスチュアリなどがこれに含まれます。水深が深く、複雑な形になりやすいのが特徴です。
河口付近の平野が沈水し、ラッパ状に開いた入り江となった地形を（ ）という。,エスチュアリ/三角江,３ 自然の地形,テムズ川やエルベ川などに見られます。大型船が入りやすいため、ロンドンやハンブルクなどの世界的港湾都市が発達しました。
氷河によって削られたU字谷が沈水して形成された、深く複雑な入り江を（ ）という。,フィヨルド,３ 自然の地形,ノルウェーやニュージーランド南島に見られます。リアス海岸に似ていますが、氷河侵食のため水深が非常に深く、両岸が断崖絶壁になっています。
かつての浅瀬（大陸棚）が、地盤の隆起や海面の低下によって陸地化した海岸を（ ）という。,離水海岸,３ 自然の地形,沈水海岸とは対照的に、海岸線が単調（直線的）で、水深が浅いのが特徴です。九十九里浜などが代表例です。
離水海岸の一種で、平坦な海底が陸地化し、海岸線に沿って階段状の段丘が形成された地形を（ ）という。,海岸段丘,３ 自然の地形,室戸岬周辺などが有名です。平坦面は集落や耕地に、急斜面は交通の難所になることが多いです。
砂が沿岸流によって運ばれ、入り江の入り口を塞ぐように細長く伸びた地形を（ ）という。,砂州,３ 自然の地形,日本の天橋立が代表例です。完全に塞がってしまうと、内側は「ラグーン（潟湖）」になります。
沿岸流が運んだ砂が、入り江の突き出しや海岸の屈曲部から海へ突き出すように堆積した地形を（ ）という。,砂嘴/さし,３ 自然の地形,鳥のくちばしのような形が特徴です。北海道の野付半島が日本最大級の例として有名です。
砂嘴がさらに発達し、入り江を塞ぐように対岸まで伸びた地形を（ ）という。,砂州/さす,３ 自然の地形,天橋立（京都府）が代表例です。これによって外海から切り離された湖は「潟湖（ラグーン）」と呼ばれます。
砂州によって外海から切り離されてできた湖を（ ）という。,潟湖/ラグーン,３ 自然の地形,サロマ湖（北海道）や中海（島根・鳥取）などが該当します。汽水湖（海水と淡水が混ざる湖）になることが多いです。
砂州が発達して、沖合の島と陸地を繋いだものを（ ）という。,陸繋砂州/トンボロ,３ 自然の地形,函館（北海道）や潮岬（和歌山県）の付け根、志賀島（福岡県）などが有名です。
陸繋砂州（トンボロ）によって陸続きになった島を（ ）という。,陸繋島,３ 自然の地形,もともとは島でしたが、砂の堆積によって陸地と連結した地形を指します。
石灰岩が二酸化炭素を含む雨水や地下水によって溶食されてできた地形を（ ）という。,カルスト/カルスト地形,３ 自然の地形,スロベニアのカルスト地方が語源です。日本では山口県の秋吉台や福岡県の平尾台が有名です。
カルスト地表に見られる、溶食によってできた円筒状や鉢状のくぼ地を（ ）という。,ドリーネ,３ 自然の地形,直径数mから数十m程度の小さなくぼ地です。これがさらに繋がるとウバーレ、ポリエと大型化していきます。
ドリーネが繋がり、より大型化した長楕円状のくぼ地を（ ）という。,ウバーレ,３ 自然の地形,複数のドリーネが合体したもので、底面には耕地が広がることもあります。
カルスト地形で最も大規模な、底面が平坦な溶食盆地を（ ）という。,ポリエ/溶食盆地,３ 自然の地形,数kmから数十kmに及ぶこともあり、集落や農地として利用されます。
地表に露出した石灰岩の柱が、羊の群れのように見える景観を（ ）という。,カッレンフェルト,３ 自然の地形,秋吉台で見られる「白い岩が点在する草原」の正体です。溶け残った石灰岩の柱（石灰華）の集まりです。
地下水による溶食が進み、地中に形成された巨大な空洞を（ ）という。,鍾乳洞,３ 自然の地形,洞内には、天井から下がる「鍾乳石」や床から伸びる「石筍」など、神秘的な造形が見られます。
中国のコイリン（桂林）に見られる、高温多湿な気候下で激しく溶食されてできたタワー状の地形は？,タワーカルスト,３ 自然の地形,熱帯・亜熱帯地域特有の地形で、比高の大きな切り立った岩山が連なります。
"気温,降水量,湿度などのデータを漢字４文字で（）という。",気候要素,４ 世界の気候,
気温、降水量、湿度などのデータを漢字4文字で（ ）という。,気候要素,４ 世界の気候,気候を構成する個々の指標です。これに対し、緯度、海抜高度、海流など、気候要素に影響を与える要因を「気候因子」といいます。
赤道付近で暖められた空気が上昇し、形成される低気圧帯を（ ）という。,赤道低圧帯,４ 世界の気候,強い日射により上昇気流が発生し、連日のようにスコールが降ります。熱帯収束帯とも呼ばれます。
緯度20〜30度付近で、赤道からの空気が下降して形成される高気圧帯を（ ）という。,中緯度高圧帯,４ 世界の気候,下降気流により雲ができにくいため、世界の大砂漠（サハラ砂漠など）の多くはこの帯域に分布します。
中緯度高圧帯から赤道低圧帯に向かって、一年中吹き続ける風を（ ）という。,貿易風,４ 世界の気候,地球の自転の影響（コリオリの力）を受け、北半球では北東、南半球では南東から吹きます。
中緯度高圧帯から高緯度側に向かって吹く、帯状の強い西寄りの風を（ ）という。,偏西風,４ 世界の気候,日本などの温帯地域の天候を西から東へと動かす主因です。上空ではジェット気流となります。
北緯・南緯60度付近で、偏西風と極東風がぶつかって形成される低気圧帯を（ ）という。,高緯度低圧帯,４ 世界の気候,暖かい空気と冷たい空気がぶつかり、温帯低気圧が発生しやすい場所です（亜寒帯低圧帯）。
季節によって風向きが逆転する風を、カタカナで（ ）という。,モンスーン/季節風,４ 世界の気候,大陸と海洋の比熱の差（温まりやすさの差）によって生じ、東アジアや南アジアの気候に大きな影響を与えます。
気候要素に影響を与え、地域ごとの気候の特性を決定する要因を（ ）という。,気候因子,４ 世界の気候,緯度、海抜高度、地形、海流、隔海度（海からの距離）などが含まれます。
一般に（ ）が低くなるほど、太陽の南中高度が高くなり、気温は上昇する。,緯度,４ 世界の気候,単位面積あたりの受熱量に直結する、最も支配的な気候因子です。
海抜高度が高くなるにつれ、気温が約100mにつき0.65℃下がる割合を（ ）という。,気温の直減率,４ 世界の気候,断熱膨張による温度低下が原因です。赤道直下でも高山（アンデスなど）では常夏ではなく常春や寒冷な気候になります。
海から遠く離れるほど、夏の暑さと冬の寒さの差（年較差）が大きくなる性質を（ ）という。,隔海度/大陸性,４ 世界の気候,水と陸地の比熱の差が原因です。海に近いほど気候は穏やか（海洋性）になります。
沿岸を（ ）が流れる地域では、上空の空気が冷やされて安定するため、上昇気流が起きず砂漠が形成されやすい。,寒流,４ 世界の気候,ペルー海流沿いのナミブ砂漠やアタカマ砂漠が代表例です（海岸砂漠）。
山脈にぶつかった湿った空気が上昇して雨を降らせ、山を越えた後に乾燥した高温の風が吹く現象を（ ）という。,フェーン現象,４ 世界の気候,地形という因子が、風上と風下で劇的な気候の差（雨量・気温）を生みます。
低緯度から高緯度へ向かって流れる、周囲よりも温度が高い海流を（ ）という。,暖流,４ 世界の気候,低緯度の熱を運びます。上空の空気を温めて湿気を与えるため、沿岸部を温暖で多雨にする傾向があります。
高緯度から低緯度へ向かって流れる、周囲よりも温度が低い海流を（ ）という.,寒流,４ 世界の気候,沿岸の空気を冷やします。空気が重くなって安定するため上昇気流が起きず、雨が降りにくくなります。
北大西洋を北上し、西欧や北欧の冬を緯度のわりに温暖にしている強力な暖流は？,北大西洋海流,４ 世界の気候,偏西風がこの暖流の上を通ることで温かい空気が運ばれ、高緯度（ロンドンやパリなど）でも冬の寒さが和らぎます。
南米のペルー沖を北上する寒流で、付近にアタカマ砂漠を形成する要因となっているのは？,ペルー海流（フンボルト海流）,４ 世界の気候,世界で最も乾燥した砂漠の一つを生む原因です。また、この海流が弱まる現象を「エルニーニョ」と呼びます。
海流が円を描くように流れる循環を（ ）という。,還流,４ 世界の気候,北半球では時計回り、南半球では反時計回りに循環します。これは風（貿易風・偏西風）と自転の影響です。
暖流と寒流がぶつかる境界を（ ）という。,潮目（潮境）,４ 世界の気候,プランクトンが豊富に発生するため、世界的な好漁場となります。日本の三陸沖などが有名です。
高度が高くなるにつれて気温が下がる割合のことを（ ）という。,逓減率（気温の直減率）,４ 世界の気候,一般的に100m上昇するごとに約0.65℃下がるとされています。
標高の高い場所で気温が低くなる物理的な理由は、気圧が下がり空気の（ ）が起きるためである。,断熱膨張,４ 世界の気候,上空へ行くほど気圧が低くなり、空気が膨張します。その際、周囲に仕事をするためのエネルギーとして熱が使われるため、温度が下がります。
植生分布に注目して気候区分を考案したドイツの気候学者は（）である。,ケッペン,４ 世界の気候,
植生分布に注目して気候区分を考案したドイツの気候学者は（ ）である。,ケッペン,４ 世界の気候,1918年に発表。気温と降水量のデータから、樹木が生育できるかどうかを基準に世界を分類しました。
ケッペンの区分で、樹木が生育するために十分な熱と水がある気候を（ ）気候という。,樹木,４ 世界の気候,A（熱帯）、C（温帯）、D（亜寒帯）がこれに該当します。
樹木が生育するのに、乾燥しすぎているか、寒すぎる気候を（ ）気候という。,無樹木,４ 世界の気候,B（乾燥帯：乾燥しすぎ）、E（寒帯：寒すぎ）がこれに該当します。
ケッペンの記号で、最も低緯度に分布し、最寒月平均気温が18℃以上の気候帯は（ ）である。,A（熱帯）,４ 世界の気候,年中高温で、植物が一年中成長できる気候です。
蒸発量が降水量を上回り、樹木が生育できないほど乾燥している気候帯は（ ）である。,B（乾燥帯）,４ 世界の気候,気温ではなく、水分収支（雨と蒸発のバランス）で定義される唯一の気候帯です。
最寒月平均気温が−3℃以上18℃未満で、四季の変化が明瞭な気候帯は（ ）である。,C（温帯）,４ 世界の気候,日本の大部分が含まれます。農耕に適し、人口密度が高い地域です。
最暖月平均気温が10℃以上で、最寒月平均気温が−3℃未満の気候帯は（ ）である。,D（亜寒帯/冷帯）,４ 世界の気候,北半球にのみ存在します。冬の寒さは厳しいですが、夏は樹木が育つ程度に気温が上がります。
最暖月平均気温が10℃未満で、一年中寒冷な気候帯は（ ）である。,E（寒帯）,４ 世界の気候,樹木が全く育たない極地に近い地域です。
一年中雨が多く、明確な乾季がない熱帯の気候を（ ）気候という。,熱帯雨林（Af）,４ 世界の気候,常に赤道低圧帯の影響下にあります。スコールが毎日降り、密林（ジャングル/セルバ）が形成されます。
熱帯雨林気候で見られる、午後から夕方にかけて降る激しい対流性の降雨を（ ）という。,スコール,４ 世界の気候,強烈な日射で上昇気流が発生することで起きます。理系的には「局地的な対流性降雨」です。
夏に雨が多く、冬に乾燥する（乾季がある）熱帯の気候を（ ）気候という。,サバナ（Aw）,４ 世界の気候,赤道低圧帯と中緯度高圧帯が季節で移動するため、雨季と乾季が生まれます。疎林と長草草原が広がります。
熱帯雨林とサバナの中間で、短い乾季はあるが年間降水量は多い気候を（ ）気候という。,熱帯モンスーン（Am）,４ 世界の気候,季節風（モンスーン）の影響を強く受ける東南アジアなどに多く、稲作が盛んな地域です。
熱帯雨林で見られる、多種類の常緑広葉樹が密生した森林を南米のアマゾン川流域では（ ）と呼ぶ。,セルバ,４ 世界の気候,東南アジアやアフリカでは「ジャングル」と呼ばれます。階層構造を持つ豊かな植生が特徴です。
熱帯の強い日射と雨によって有機物が流され、酸化した鉄やアルミニウムが残った赤色の酸性土壌を（ ）という。,ラトソル,４ 世界の気候,栄養分が乏しく農業には不向きですが、ボーキサイト（アルミニウムの原料）の産地になることがあります。
熱帯（A）の定義は、最寒月平均気温が（ ）℃以上であること。,18,４ 世界の気候,ヤシなどの熱帯植物が冬を越せる限界の温度とされています。一年中「夏」の状態です。
A気候の中で、最小降水月の降水量が60mm以上のものを（ ）という。,熱帯雨林気候（Af）,４ 世界の気候,ドイツ語の「feucht（湿潤）」のfです。乾季がなく、常に雨が降る状態を指します。
A気候の中で、乾季があり、最少降水月の降水量が60mm未満のものを（ ）という。,サバナ気候（Aw）,４ 世界の気候,ドイツ語の「wintertrocken（冬に乾燥）」のwです。夏に雨、冬に乾燥というリズムがあります。
熱帯で連日発生する、強い日射による対流性の降雨を（ ）という。,スコール,４ 世界の気候,理系的には「積乱雲による短時間の強雨」です。上昇気流が極めて強い赤道付近の特徴です。
熱帯雨林気候で見られる、常緑広葉樹が多層に重なり合った森林を総称して（ ）という。,熱帯雨林,４ 世界の気候,樹木の種類が非常に多く、地表まで日光が届かないほど密生しています。
熱帯（A）の定義は、最寒月平均気温が（ ）℃以上であること。,18,４ 世界の気候,ヤシなどの熱帯植物が冬を越せる限界の温度とされています。一年中「夏」の状態です。
A気候の中で、最小降水月の降水量が60mm以上のものを（ ）という。,熱帯雨林気候（Af）,４ 世界の気候,ドイツ語の「feucht（湿潤）」のfです。乾季がなく、常に雨が降る状態を指します。
A気候の中で、乾季があり、最少降水月の降水量が60mm未満のものを（ ）という。,サバナ気候（Aw）,４ 世界の気候,ドイツ語の「wintertrocken（冬に乾燥）」のwです。夏に雨、冬に乾燥というリズムがあります。
熱帯で連日発生する、強い日射による対流性の降雨を（ ）という。,スコール,４ 世界の気候,理系的には「積乱雲による短時間の強雨」です。上昇気流が極めて強い赤道付近の特徴です。
熱帯雨林気候で見られる、常緑広葉樹が多層に重なり合った森林を総称して（ ）という。,熱帯雨林,４ 世界の気候,樹木の種類が非常に多く、地表まで日光が届かないほど密生しています。
乾燥帯（B）のうち、降水量が極めて少なく、植生がほとんどない気候を（ ）という。,砂漠気候（BW）,４ 世界の気候,記号のWはドイツ語のWüste（砂漠）に由来。回帰線付近（中緯度高圧帯下）や大陸内部に分布します。
乾燥帯（B）のうち、短い雨季があり、丈の短い草が広がる草原地帯を（ ）という。,ステップ気候（BS）,４ 世界の気候,記号のSはSteppe（ステップ）に由来。砂漠の周辺に分布し、わずかな雨で草が生えます。
ステップ気候で見られる、肥沃な黒色の土壌を（ ）という。,チェルノーゼム,４ 世界の気候,ウクライナからロシア南部にかけて分布。草が枯れて有機物が蓄積したもので、世界的な穀倉地帯になっています。
乾燥地帯において、砂漠の中などで湧水や河川によって水が得られる場所を（ ）という。,オアシス,４ 世界の気候,ここを中心に集落ができ、ナツメヤシなどの栽培が行われます。
普段は枯れているが、大雨の時だけ水が流れる川を（ ）という。,ワジ（枯れ川）,４ 世界の気候,乾燥地帯特有の河川形態です。谷状の地形（小地形）として残ります。
乾燥帯のアルカリ性で養分が少なく、白っぽい色をした土壌を（ ）という。,砂漠土,４ 世界の気候,水分が蒸発する際、地中の塩分が地表に引き上げられるため、塩性化しやすい特徴があります。
乾燥帯（B）のうち、降水量が極めて少なく、植生がほとんどない気候を（ ）という。,砂漠気候（BW）,４ 世界の気候,記号のWはドイツ語のWüste（砂漠）に由来。回帰線付近（中緯度高圧帯下）や大陸内部に分布します。
乾燥帯（B）のうち、短い雨季があり、丈の短い草が広がる草原地帯を（ ）という。,ステップ気候（BS）,４ 世界の気候,記号のSはSteppe（ステップ）に由来。砂漠の周辺に分布し、わずかな雨で草が生えます。
ステップ気候で見られる、肥沃な黒色の土壌を（ ）という。,チェルノーゼム,４ 世界の気候,ウクライナからロシア南部にかけて分布。草が枯れて有機物が蓄積したもので、世界的な穀倉地帯になっています。
乾燥地帯において、砂漠の中などで湧水や河川によって水が得られる場所を（ ）という。,オアシス,４ 世界の気候,ここを中心に集落ができ、ナツメヤシなどの栽培が行われます。
普段は枯れているが、大雨の時だけ水が流れる川を（ ）という。,ワジ（枯れ川）,４ 世界の気候,乾燥地帯特有の河川形態です。谷状の地形（小地形）として残ります。
乾燥帯のアルカリ性で養分が少なく、白っぽい色をした土壌を（ ）という。,砂漠土,４ 世界の気候,水分が蒸発する際、地中の塩分が地表に引き上げられるため、塩性化しやすい特徴があります。
北アメリカ大陸の中央部、西経100度付近に広がる半乾燥の長草草原を（ ）という。,プレーリー,４ 世界の気候,温帯湿潤気候からステップ気候への移行帯です。かつてはバッファローが駆けていましたが、現在は世界的な穀倉地帯です。
プレーリーに分布する、腐植層が厚く黒色で非常に肥沃な土壌を（ ）という。,プレーリー土,４ 世界の気候,ステップの「チェルノーゼム」に似ていますが、より湿潤な環境で形成された黒色土です。
プレーリーから西側の乾燥した地域（西経100度以西）に広がる短草草原を（ ）という。,グレートプレーンズ,４ 世界の気候,プレーリーよりもさらに雨が少なく、主に企業的な牧畜（フィードロットなど）が行われています。
プレーリー周辺で行われている、巨大なスプリンクラーで地下水を汲み上げる灌漑農業を（ ）という。,センターピボット,４ 世界の気候,円形の農場が並ぶ独特の景観を作ります。理系的には「化石地下水の利用と枯渇」という環境問題とセットで語られます。
亜寒帯（D）の定義は、最寒月平均気温が（ ）℃未満、最暖月平均気温が（ ）℃以上。,－3 / 10,４ 世界の気候,「冬は極寒だが、夏は樹木が育つ程度には暖かい」という絶妙なバランスで成り立っています。
亜寒帯に広く分布する、耐寒性の強い針葉樹の純林（単一樹種からなる森）を（ ）という。,タイガ,４ 世界の気候,ロシア語で「湿った森」の意。松やモミなどが広大に広がり、世界有数の木材資源となっています。
亜寒帯の寒冷な気候下で、有機物の分解が進まずに形成された、灰白色の酸性土壌を（ ）という。,ポドゾル,４ 世界の気候,強い酸性で養分が少なく、農業にはあまり向きません。冷たい雨が土中の成分を洗い流す（溶脱）ことで白くなります。
亜寒帯の地下に一年中凍結した状態で存在する土壌を（ ）という。,永久凍土,４ 世界の気候,夏に表面だけ溶けると、水はけが悪くなり湿地化します。建物の熱で溶けると家が傾くなどの問題も。
亜寒帯のうち、一年中平均的に雨や雪が降る気候を（ ）気候という。,亜寒帯湿潤気候（Df）,４ 世界の気候,北海道やシベリア西部、カナダなどに分布。春に雪解け水による増水が見られるのが特徴です。
シベリア東部に見られる、夏に雨が降り、冬は極端に乾燥して冷え込む気候を（ ）という。,亜寒帯冬季少雨気候（Dw）,４ 世界の気候,世界で最も年較差が大きい地域です（例：オイミャコン）。強烈なシベリア高気圧の影響を受けます。
寒帯（E）のうち、短い夏に雪や氷が溶け、苔類や地衣類が生育する気候を（ ）という。,ツンドラ気候（ET）,４ 世界の気候,最暖月平均気温が0℃以上10℃未満の地域です。トナカイの遊牧などが行われます。
ツンドラ気候の地域で、夏の間だけ活動層（地表付近）が溶けて形成される湿地状の土壌を（ ）という。,ツンドラ土,４ 世界の気候,下層には永久凍土があるため水が逃げ場を失い、泥炭化した湿地になりやすいのが特徴です。
寒帯（E）のうち、一年中雪と氷に覆われ、最暖月でも0℃未満の気候を（ ）という。,氷雪気候（EF）,４ 世界の気候,植物は一切生育できません。グリーンランドの内陸部や南極大陸が該当します。
ツンドラ地帯に住み、トナカイの遊牧や海獣の狩猟を行ってきた先住民を何というか。,イヌイット/サーミ,４ 世界の気候,イヌイットは北米・グリーンランド、サーミは北欧の先住民です。過酷な環境に適応した独自の文化を持ちます。
寒帯（E）のうち、最暖月平均気温でも0℃未満で、一年中雪と氷に覆われた気候を（ ）という。,氷雪気候（EF）,４ 世界の気候,記号のFはドイツ語のFrore（氷）に由来。グリーンランド内陸や南極大陸が該当します。
氷雪気候の地域に見られる、大陸の上に厚く堆積した巨大な氷の塊を（ ）という。,氷床,４ 世界の気候,地球上の淡水の大部分を占めます。南極氷床やグリーンランド氷床が代表です。
寒帯や亜寒帯の地下で見られる、夏でも溶けることのない凍結した土層を（ ）という。,永久凍土,４ 世界の気候,気候変動でこれが溶けると、閉じ込められていたメタンガスが放出されることが問題視されています。
寒帯の周辺で、太陽が沈まない、または一日中太陽が出ない現象をそれぞれ（ ）、（ ）という。,白夜 / 極夜,４ 世界の気候,地軸が23.4度傾いているために起こります。理系的には「日射量の極端な季節変動」の原因です。
単位面積あたりに投下される労働力や資本（肥料・機械など）が多い農業を（ ）的農業という。,集約的,５ 産業・宗教…,日本やアジアの稲作のように、狭い土地をフル活用するスタイルです。反対語は「粗放的」です。
